7.0 1462.1713539999996
6.0 1306.8548110000002
5.0 1143.2327078888889
4.0 961.9152468888889
3.0 768.9507218888889
2.0 567.3965292222222


7.0 7534.144512777778
6.0 5622.9756938888895
5.0 3987.5457167777777
4.0 2554.7296656666667
3.0 1518.8420168888888
2.0 760.298083


7.0 40118.17314822222
6.0 25291.392018444443
5.0 14848.455989111111
4.0 7588.8197353333335
3.0 3271.6125141111115
2.0 1053.0506217777777


7.0 193863.79274722224
6.0 103326.20357255555
5.0 51015.546353666665
4.0 20791.416131555554
3.0 6690.4949166666665
2.0 1387.8435062222222


4.0 42897.56829722222
3.0 10271.13870577778
2.0 1410.558955111111
7.0 702823.2813468889
6.0 320049.89177344437
5.0 130421.33068500001


