2.0 587.8818148888889
3.0 754.7655778888889
4.0 935.3254652222222
5.0 1126.8193965555556
6.0 1324.371015111111


2.0 787.4120004444444
3.0 1529.4041197777779
4.0 2598.7845466666668
5.0 4007.5822528888884
6.0 5718.1681923333335


2.0 1088.5686967777779
3.0 3356.898609555555
4.0 7882.868672222223
5.0 15324.59869311111
6.0 26450.436689


2.0 1455.7874686666667
3.0 6861.904867444445
4.0 22071.59568588889
5.0 53850.1055851111
6.0 110294.83710455555


2.0 1489.4088823333334
3.0 10939.269095777778
4.0 46553.05932722223
5.0 142039.89588722223
6.0 349490.6690896667


