7.0 1813.8565412222222
2.0 663.7104647777777
3.0 876.4160705555555
4.0 1117.2583695555556
5.0 1349.3725912222221
6.0 1551.3529306666667


6.0 6802.945087666669
7.0 9398.310595444444
2.0 907.5645283333333
3.0 1826.5647312222225
4.0 3121.278806888889
5.0 4808.2296515555545


4.0 10012.303343
5.0 19014.875032222226
6.0 32993.22536377777
7.0 53905.71392066667
2.0 1326.8906346666668
3.0 4186.0588071111115


3.0 9519.493971888887
4.0 30465.15883988889
5.0 73817.65327055554
6.0 153118.88653466667
7.0 290842.98167433334
2.0 1951.8581356666666


2.0 2633.697500222222
3.0 19814.26728177778
4.0 84567.66565288889
5.0 254745.8216065556
6.0 632844.0331807778
7.0 1398398.672683


2.0 2702.4940743333336
3.0 30933.83246977777
4.0 175430.73173066665
5.0 656147.0523581111
6.0 1978217.6977802226
7.0 5107027.250075889


