4.0 1310.2790982222223
5.0 1515.8194781111113
2.0 770.1127621111112
6.0 1818.6347141111114
3.0 1027.9039886666667
7.0 2125.5234766666667


7.0 11536.069405222222
4.0 3730.344859555556
5.0 5656.681136222222
2.0 1090.8649935555557
6.0 8075.743048888889
3.0 2141.179481222222


6.0 41119.929121444446
3.0 4985.955404444445
7.0 66681.38617900001
4.0 12129.756607666666
5.0 23483.653150666665
2.0 1655.2117138888889


6.0 204371.47964944446
3.0 12146.908215666668
7.0 386659.9768963333
4.0 39484.55041422222
5.0 96425.41748122222
2.0 2588.2095388888897


5.0 373896.846119
2.0 3889.8013907777777
6.0 943948.4317968889
3.0 28355.726555222223
7.0 2078262.0074606666
4.0 122077.23686955556


5.0 1285952.0929156668
2.0 5379.745776
6.0 3915524.940155333
3.0 58765.782035000004
7.0 10091149.418505669
4.0 336579.0604118889


4.0 706069.2885016666
5.0 3359479.534072889
2.0 5692.765424333333
6.0 12261119.104276335
3.0 92190.83902144444


