2.0 673.685616888889
3.0 920.126364222222
4.0 1130.7059305555554
5.0 1351.894160333333
6.0 1556.3012703333334


2.0 951.5413687777777
3.0 1896.4953688888886
4.0 3207.0478527777773
5.0 4970.914475444444
6.0 7017.600103111112


2.0 1416.6254098888887
3.0 4467.425256777778
4.0 10246.029092333332
5.0 20167.35804177778
6.0 34497.54908155555


2.0 2096.780932888889
3.0 10042.84639688889
4.0 31793.54607544445
5.0 78402.17573022222
6.0 163877.82026677777


2.0 2862.0976822222224
3.0 20949.125588444447
4.0 89400.05563388889
5.0 275716.29899811116
6.0 684225.5127382223


2.0 3054.275078111111
3.0 33673.570625444445
4.0 187534.37834499998
5.0 727117.330474889
6.0 2194225.3378116665


